"abbreviation","name","category","population"
"IL","Hancock Township","General Purpose","241"
"IL","Harmony Township","General Purpose","308"
"IL","La Harpe Township","General Purpose","1393"
"IL","Nauvoo Township","General Purpose","1083"
"LA","Colfax","General Purpose","1493"
"IL","Pilot Grove Township","General Purpose","265"
"IN","Ross Township","General Purpose","47701"
"IL","Pontoosuc Township","General Purpose","390"
"KS","Herndon","General Purpose","126"
"IL","Rock Creek Township","General Purpose","329"
"SD","Grenville","General Purpose","55"
"TN","Yorkville","General Purpose","261"
"CT","Newtown Borough","General Purpose","1965"
"LA","White Castle","General Purpose","1766"
"SD","Armour","General Purpose","669"
"ME","Fryeburg","General Purpose","3438"
"LA","Maringouin","General Purpose","1030"
"IL","Walker Township","General Purpose","313"
"IL","Warsaw Township","General Purpose","1551"
"IL","Wythe Township","General Purpose","234"
"IL","Gladstone Township","General Purpose","906"
"IL","Terre Haute Township","General Purpose","243"
"IL","Sonora Township","General Purpose","465"
"AK","Kivalina","General Purpose","382"
"KS","Mcdonald","General Purpose","155"
"AL","Crenshaw County","General Purpose","13871"
"AR","Oakhaven","General Purpose","60"
"IL","Alba Township","General Purpose","216"
"AL","Coffee County","General Purpose","51874"
"SD","Castlewood","General Purpose","626"
"IL","Burns Township","General Purpose","259"
"IL","Cambridge Township","General Purpose","2452"
"AR","Stuttgart","General Purpose","8773"
"AL","Pike County","General Purpose","33267"
"IL","Annawan Township","General Purpose","1083"
"IL","Atkinson Township","General Purpose","1248"
"AL","Limestone County","General Purpose","94402"
"AL","Winston County","General Purpose","23722"
"AL","St Clair County","General Purpose","88199"
"SD","Belvidere","General Purpose","56"
"SD","Lake Preston","General Purpose","559"
"AR","Joiner","General Purpose","521"
"CO","Prowers County","General Purpose","12070"
"IL","Clover Township","General Purpose","907"
"SD","Ramona","General Purpose","205"
"IL","Cornwall Township","General Purpose","271"
"SD","Langford","General Purpose","319"
"SD","Sioux Falls","General Purpose","176888"
"CO","Las Animas County","General Purpose","14238"
"IL","Edford Township","General Purpose","653"
"SD","Flandreau","General Purpose","2333"
"IL","Galva Township","General Purpose","2745"
"IL","Geneseo Township","General Purpose","7369"
"IL","Kewanee Township","General Purpose","9812"
"IL","Hanna Township","General Purpose","2300"
"SD","Tolstoy","General Purpose","38"
"IL","Loraine Township","General Purpose","283"
"IL","Phenix Township","General Purpose","1639"
"IL","Weller Township","General Purpose","410"
"IL","Munson Township","General Purpose","392"
"KS","Abbyville","General Purpose","87"
"IL","Western Township","General Purpose","2982"
"SD","Letcher","General Purpose","182"
"AR","Ravenden","General Purpose","450"
"IL","Wethersfield Township","General Purpose","3813"
"IL","Ashkum Township","General Purpose","1453"
"SD","Mission Hill","General Purpose","168"
"IL","Yorktown Township","General Purpose","418"
"CT","Wolcott","General Purpose","16672"
"SD","Yankton","General Purpose","14516"
"SD","White Lake Township","General Purpose","91"
"SD","Kellogg Township","General Purpose","63"
"SD","Preston Township","General Purpose","182"
"IL","Chebanse Township","General Purpose","2909"
"AR","Oden","General Purpose","215"
"IL","Danforth Township","General Purpose","869"
"IL","Lovejoy Township","General Purpose","377"
"IL","Iroquois Township","General Purpose","587"
"IL","Pigeon Grove Township","General Purpose","1076"
"AR","Ola","General Purpose","1225"
"ID","Notus","General Purpose","621"
"IL","Gulfport","General Purpose","50"
"IL","Sesser","General Purpose","1890"
"IL","Sheldon Township","General Purpose","1276"
"SD","Ola Township","General Purpose","112"
"IL","Bradley Township","General Purpose","1861"
"AK","Native Point Hope","General Purpose","709"
"IL","Ridgeland Township","General Purpose","374"
"SD","Choteau Creek Township","General Purpose","217"
"IL","Elk Township","General Purpose","1817"
"IL","Fountain Bluff Township","General Purpose","199"
"AK","Nunam Iqua","General Purpose","204"
"IL","Degognia Township","General Purpose","146"
"SD","White Swan Township","General Purpose","773"
"IL","Kinkaid Township","General Purpose","475"
"IL","Grand Tower Township","General Purpose","674"
"IL","Makanda Township","General Purpose","4184"
"LA","Ascension Parish","General Purpose","122948"
"IL","Ora Township","General Purpose","491"
"IL","Murphysboro Township","General Purpose","10060"
"IL","Pomona Township","General Purpose","771"
"IL","Somerset Township","General Purpose","4036"
"IL","North Muddy Township","General Purpose","770"
"IL","Smallwood Township","General Purpose","406"
"IL","Bald Hill Township","General Purpose","753"
"IL","Blissville Township","General Purpose","399"
"IL","Hunt Township","General Purpose","279"
"IL","St Marie Township","General Purpose","542"
"AR","Logan County","General Purpose","21722"
"IL","Casner Township","General Purpose","1220"
"LA","Ringgold","General Purpose","1407"
"LA","Bunkie","General Purpose","4006"
"LA","Mooringsport","General Purpose","776"
"IL","Farrington Township","General Purpose","556"
"LA","Kinder","General Purpose","2412"
"AK","Saint Paul","General Purpose","504"
"LA","St. Bernard Parish","General Purpose","46202"
"LA","Pollock","General Purpose","479"
"LA","Benton","General Purpose","2083"
"AR","Warren","General Purpose","5653"
"LA","Mansura","General Purpose","1406"
"LA","Iota","General Purpose","1464"
"LA","Sorrento","General Purpose","1642"
"LA","Wisner","General Purpose","920"
"LA","Tangipahoa Parish","General Purpose","132497"
"LA","Vinton","General Purpose","3351"
"LA","Homer","General Purpose","2874"
"LA","Ridgecrest","General Purpose","642"
"CO","La Veta","General Purpose","779"
"LA","Montgomery","General Purpose","721"
"IL","Mount Vernon Township","General Purpose","13092"
"CO","Wheat Ridge","General Purpose","31294"
"LA","Haynesville","General Purpose","2091"
"LA","Keachi","General Purpose","297"
"LA","Mamou","General Purpose","3179"
"LA","Lake Providence","General Purpose","3602"
"LA","Slaughter","General Purpose","941"
"LA","Logansport","General Purpose","1561"
"SD","Independence Township","General Purpose","115"
"IL","Mississippi Township","General Purpose","1924"
"IL","Piasa Township","General Purpose","3174"
"SD","Walnut Grove Township","General Purpose","115"
"IL","Council Hill Township","General Purpose","136"
"SD","Washington Township","General Purpose","129"
"IL","Berreman Township","General Purpose","143"
"IL","Derinda Township","General Purpose","308"
"SD","Hillside Township","General Purpose","31"
"IL","Nora Township","General Purpose","357"
"CO","Lakewood","General Purpose","154958"
"MI","Franklin Township","General Purpose","3187"
"SD","North Bryant Township","General Purpose","47"
"IL","Scales Mound Township","General Purpose","587"
"IL","Vinegar Hill Township","General Purpose","348"
"IL","Dundee Township","General Purpose","65598"
"IL","Hampshire Township","General Purpose","8423"
"IL","Wards Grove Township","General Purpose","215"
"IL","Burlington Township","General Purpose","1961"
"SD","Melrose Township","General Purpose","376"
"IL","Elgin Township","General Purpose","104705"
"MI","Benona Township","General Purpose","1430"
"IL","Ganeer Township","General Purpose","3067"
"IL","Momence Township","General Purpose","3660"
"IL","Essex Township","General Purpose","564"
"FL","Bonifay","General Purpose","2722"
"IL","Pembroke Township","General Purpose","2087"
"SD","Oacoma Township","General Purpose","72"
"IL","Bristol Township","General Purpose","29077"
"SD","Hayti Township","General Purpose","288"
"IL","Yellowhead Township","General Purpose","2577"
"SD","Hulbert Township","General Purpose","50"
"IL","Henderson Township","General Purpose","1099"
"IL","Cedar Township","General Purpose","3118"
"IL","Maquon Township","General Purpose","530"
"KS","Arlington","General Purpose","453"
"WV","Hartford","General Purpose","595"
"CO","Eagle County","General Purpose","54772"
"NE","Plainview","General Purpose","1196"
"IL","Wauconda Township","General Purpose","23985"
"NE","Hay Springs","General Purpose","545"
"IL","Waukegan Township","General Purpose","89453"
"GA","Pooler","General Purpose","23816"
"IL","Shields Township","General Purpose","36651"
"IL","Deer Park Township","General Purpose","479"
"IL","Allen Township","General Purpose","567"
"IL","Brookfield Township","General Purpose","1032"
"IL","Dayton Township","General Purpose","2221"
"IL","Eden Township","General Purpose","1399"
"KS","Buhler","General Purpose","1289"
"GA","Kingsland","General Purpose","17077"
"AR","Almyra","General Purpose","271"
"SD","Oak Hollow Township","General Purpose","42"
"AR","Allport","General Purpose","116"
"FL","Cooper City","General Purpose","35732"
"FL","Palmetto","General Purpose","13661"
"FL","Crescent City","General Purpose","1544"
"AL","Brantley","General Purpose","788"
"FL","Bonita Springs","General Purpose","56088"
"CA","Menifee","General Purpose","90595"
"MN","New Ulm","General Purpose","13238"
"WV","Greenbrier County","General Purpose","35287"
"IL","Farm Ridge Township","General Purpose","876"
"LA","Shongaloo","General Purpose","173"
"MN","Windom","General Purpose","4431"
"IL","Grand Rapids Township","General Purpose","323"
"IL","Meriden Township","General Purpose","312"
"KS","Haven","General Purpose","1199"
"GA","Peachtree Corners","General Purpose","43268"
"IA","Mason City","General Purpose","27399"
"GA","Riceboro","General Purpose","770"
"IL","Mission Township","General Purpose","4499"
"AL","Blount County","General Purpose","58013"
"AL","Montgomery County","General Purpose","226646"
"AL","Geneva County","General Purpose","26421"
"AL","Ashland","General Purpose","1932"
"AR","Alicia","General Purpose","117"
"AR","Alexander","General Purpose","3057"
"AL","Dekalb County","General Purpose","71617"
"AR","Cotter","General Purpose","938"
"AR","Bethel Heights","General Purpose","2762"
"AR","Amity","General Purpose","683"
"AR","Brookland","General Purpose","3316"
"SD","Spring Lake Township","General Purpose","285"
"AR","Gilmore","General Purpose","250"
"AR","Cammack","General Purpose","738"
"AR","Barling","General Purpose","4935"
"AR","Cherokee","General Purpose","4644"
"IL","Serena Township","General Purpose","1101"
"KS","Langdon","General Purpose","40"
"AR","Bluff","General Purpose","117"
"AL","Morgan County","General Purpose","118818"
"AK","Sitka","General Purpose","8689"
"AL","Guntersville","General Purpose","8429"
"SD","Sun Prairie Township","General Purpose","152"
"SD","Lakeside Township","General Purpose","56"
"SD","Ring Thunder Township","General Purpose","13"
"SD","Riverside Township","General Purpose","19"
"SD","Brandon Township","General Purpose","788"
"SD","Highland Township","General Purpose","193"
"SD","Flandreau Township","General Purpose","387"
"SD","Castle Butte Township","General Purpose","31"
"SD","Englewood Township","General Purpose","24"
"SD","Vrooman Township","General Purpose","8"
"SD","Long Hollow Township","General Purpose","329"
"SD","Cornwall Township","General Purpose","45"
"SD","Garfield Township","General Purpose","56"
"SD","Three Rivers Township","General Purpose","93"
"SD","Lone Star Township","General Purpose","27"
"SD","Daneville Township","General Purpose","210"
"SD","Big Sioux Township","General Purpose","3609"
"SD","Walshtown Township","General Purpose","159"
"SD","Prairie Center Township","General Purpose","81"
"AR","Clark County","General Purpose","22293"
"AR","Craighead County","General Purpose","107115"
"AR","Boone County","General Purpose","37381"
"AR","Baxter County","General Purpose","41355"
"AR","Cross County","General Purpose","16863"
"AR","Foreman","General Purpose","928"
"AR","Felsenthal","General Purpose","143"
"AR","Goshen","General Purpose","1760"
"AR","Greene County","General Purpose","45053"
"AR","Jefferson County","General Purpose","69115"
"AR","Helena-West Helena","General Purpose","10701"
"AR","Ozark","General Purpose","3611"
"AR","Montrose","General Purpose","316"
"AR","Lead Hill","General Purpose","268"
"AR","Mulberry","General Purpose","1641"
"AR","McGehee","General Purpose","3824"
"AR","Reed","General Purpose","153"
"AR","Monticello","General Purpose","9627"
"AR","Nashville","General Purpose","4472"
"AR","Melbourne","General Purpose","1813"
"AR","Perryville","General Purpose","1436"
"AR","Mountain View","General Purpose","2853"
"AR","Lincoln","General Purpose","2463"
"AR","Rose Bud","General Purpose","487"
"AR","Mayflower","General Purpose","2471"
"CA","El Segundo","General Purpose","16853"
"FL","Trenton","General Purpose","2093"
"IL","Vermillion Township","General Purpose","375"
"IL","South Ottawa Township","General Purpose","8035"
"IL","Allison Township","General Purpose","257"
"LA","Richwood","General Purpose","3409"
"WV","Alderson","General Purpose","1155"
"CA","Fremont","General Purpose","234962"
"AR","Van Buren","General Purpose","23509"
"AR","Mitchellville","General Purpose","323"
