state,acfrs_original_name,nces_original_name,gov_unit_original_name,name,ncesid,censusid,county_nces,city_nces,student
MI, Hart Public Schools ,Hart Public School District,hart public school district,hart,2617860,23506403300000,Oceana County,HART,1265.00000
MI, Hartford Public Schools ,Hartford Public Schools,hartford public schools,hartford,2617880,23508005200000,Van Buren County,HARTFORD,1323.00000
MI, Hillman Community Schools ,Hillman Community Schools,hillman community schools,hillman community schools,2618360,23506000200000,Montmorency County,HILLMAN,430.00000
MI, Homer Community School District ,Homer Community School District,homer comm sch dist,homer,2618540,23501304000000,Calhoun County,HOMER,988.00000
MI, Hopkins Public Schools ,Hopkins Public Schools,hopkins public schools,hopkins,2618570,23500305400000,Allegan County,HOPKINS,1634.00000
MI, Houghton Lake Community Schools ,Houghton Lake Community Schools,houghton lake community schools,houghton lake community schools,2618600,23507200400000,Roscommon County,HOUGHTON LAKE,1218.00000
MI, Howell Public Schools ,Howell Public Schools,howell public schools,howell,2618720,23504702000000,Livingston County,HOWELL,6973.00000
MI, Hudson Area Schools ,Hudson Area Schools,hudson area schools,hudson area schools,2618810,23504601700000,Lenawee County,HUDSON,1177.00000
MI, Hudsonville Public Schools ,Hudsonville Public School District,hudsonville public school district,hudsonville,2618840,23507002000000,Ottawa County,HUDSONVILLE,7014.00000
MI, Huron School District ,Huron School District,huron sch dist,huron,2618930,23508202900000,Wayne County,NEW BOSTON,2532.00000
MI, Huron Valley Schools ,Huron Valley Schools,huron valley schools,huron valley schools,2618990,23506301700000,Oakland County,HIGHLAND,8850.00000
MI, Ida Public School District ,Ida Public School District,ida public schools,ida,2619050,23505801700000,Monroe County,IDA,1439.00000
MI, Ionia Public Schools ,Ionia Public Schools,ionia public schools,ionia,2619250,23503404400000,Ionia County,IONIA,3011.00000
MI, Iron Mountain Public Schools ,Iron Mountain Public Schools,iron mountain public schools,iron mountain,2619410,23502200400000,Dickinson County,IRON MOUNTAIN,829.00000
MI, Ishpeming Public School District No. 1 ,Ishpeming Public School District No. 1,ishpeming public school district 1,ishpeming 1,2619530,23505200600000,Marquette County,ISHPEMING,731.00000
MI, Jenison Public Schools ,Jenison Public Schools,jenison sch dist,jenison,2619830,23507001900000,Ottawa County,JENISON,5182.00000
MI, Kalamazoo Public Schools ,Kalamazoo Public Schools,kalamazoo public schools,kalamazoo,2619950,23503901300000,Kalamazoo County,Kalamazoo,12878.00000
MI, Kaleva Norman Dickson School District ,Kaleva Norman Dickson School District,kaleva-norman-dickson sch dist,kaleva norman dickson,2620010,23505101800000,Manistee County,BRETHREN,527.00000
MI, Kelloggsville Public Schools ,Kelloggsville Public Schools,kelloggsville public schools,kelloggsville,2620160,23504113900000,Kent County,GRAND RAPIDS,2397.00000
MI, Kingston Community School District ,Kingston Community School District,kingston community school district,kingston,2620400,23507906700000,Tuscola County,KINGSTON,584.00000
MI, Lakewood Public Schools ,Lakewood Public Schools,lakewood public schools,lakewood,2620980,23503405300000,Barry County,WOODLAND,1802.00000
MI, Lansing School District ,Lansing Public School District,lansing public school district,lansing,2621150,23503302100000,Ingham County,LANSING,10619.00000
MI, Leslie Public Schools ,Leslie Public Schools,leslie public school district,leslie,2621450,23503303300000,Ingham County,LESLIE,1212.00000
MI, Lincoln Park Public Schools ,Lincoln Park School District of the City of,lincoln park city sch dist,lincoln park,2621600,23508203100000,Wayne County,LINCOLN PARK,4904.00000
MI, Linden Community Schools ,Linden Community Schools,linden community schools,linden community schools,2621690,23502502800000,Genesee County,LINDEN,2685.00000
MI, Lowell Area Schools ,Lowell Area Schools,lowell area schools,lowell area schools,2622050,23504107200000,Kent County,LOWELL,3774.00000
MI, Ludington Area School District ,Ludington Area School District,ludington area sch dist,ludington area,2622200,23505301200000,Mason County,LUDINGTON,2157.00000
MI, Mancelona Public Schools ,Mancelona Public Schools,mancelona public schools,mancelona,2622350,23500500800000,Antrim County,MANCELONA,944.00000
MI, Manchester Community Schools ,Manchester Community Schools,manchester community schools,manchester community schools,2622380,23508101200000,Washtenaw County,MANCHESTER,871.00000
MI, Manistique Area Schools ,Manistique Area Schools,manistique area schools,manistique area schools,2622470,23507700600000,Schoolcraft County,MANISTIQUE,773.00000
MI, Manton Consolidated Schools ,Manton Consolidated Schools,manton consolidated schools,manton consolidated schools,2622500,23508302300000,Wexford County,MANTON,955.00000
MI, Marcellus Community Schools ,Marcellus Community Schools,marcellus community schools,marcellus community schools,2622740,23501402200000,Cass County,Marcellus,696.00000
MI, Marion Public Schools ,Marion Public Schools,marion public schools,marion,2622800,23506703000000,Osceola County,Marion,409.00000
MI, Marquette Area Public Schools ,Marquette Area Public Schools,marquette area public schools,marquette area,2600013,23505200900000,Marquette County,MARQUETTE,3262.00000
MI, Martin Public Schools ,Martin Public Schools,martin public schools,martin,2622980,23500307300000,Allegan County,MARTIN,591.00000
MI, Mendon Community School District ,Mendon Community School District,mendon community school district,mendon,2623520,23507502600000,St. Joseph County,MENDON,515.00000
MI, Menominee Area Public Schools ,Menominee Area Public Schools,menominee area public schools,menominee area,2623550,23505502000000,Menominee County,MENOMINEE,1261.00000
MI, Meridian Public Schools ,Meridian Public Schools,meridian public schools,meridian,2623580,23505602500000,Midland County,SANFORD,1343.00000
MI, Mesick Consolidated Schools ,Mesick Consolidated Schools,mesick consolidated schools,mesick consolidated schools,2623670,23508302400000,Wexford County,Mesick,595.00000
MI, Michigan Center School District ,Michigan Center School District,michigan center sch dist,michigan center,2623790,23503802400000,Jackson County,MICHIGAN CENTER,1368.00000
MI, Midland Public Schools ,Midland Public Schools,midland public schools,midland,2623820,23505603900000,Midland County,MIDLAND,7687.00000
MI, Mona Shores Public Schools ,Mona Shores Public School District,mona shores public school district,mona shores,2624120,23506150100000,Muskegon County,Norton Shores,3937.00000
MI, Monroe Public Schools ,Monroe Public Schools,monroe public schools,monroe,2624150,23505802200000,Monroe County,Monroe,5136.00000
MI, Montague Area Public Schools ,Montague Area Public Schools,montague area public schools,montague area,2624180,23506103400000,Muskegon County,MONTAGUE,1498.00000
MI, Morenci Area Schools ,Morenci Area Schools,morenci area schools,morenci area schools,2624570,23504602100000,Lenawee County,MORENCI,627.00000
MI, Morrice Area Schools ,Morrice Area Schools,morrice area schools,morrice area schools,2624630,23507803400000,Shiawassee County,MORRICE,497.00000
MI, Mt. Morris Consolidated Schools ,Mt. Morris Consolidated Schools,mt morris consolidated schools,mt morris consolidated schools,2624720,23502503000000,Genesee County,MOUNT MORRIS,1729.00000
MI, Mt. Pleasant Public Schools ,Mt. Pleasant City School District,mt pleasant city sch dist,mt pleasant,2624750,23503703500000,Isabella County,MOUNT PLEASANT,3532.00000
MI, Munising Public Schools ,Munising Public Schools,munising public schools,munising,2624810,23500200700000,Alger County,Munising,646.00000
MI, Napoleon Community Schools ,Napoleon Community Schools,napoleon community schools,napoleon community schools,2624960,23503802500000,Jackson County,Napoleon,1326.00000
MI, Negaunee Public Schools ,Negaunee Public Schools,negaunee public schools,negaunee,2625020,23505201100000,Marquette County,NEGAUNEE,1561.00000
MI, New Buffalo Area Schools ,New Buffalo Area Schools,new buffalo area schools,new buffalo area schools,2625140,23501106600000,Berrien County,NEW BUFFALO,579.00000
MI, New Lothrop Area Public Schools ,New Lothrop Area Public Schools,new lothrop area sch dist,new lothrop area,2625290,23507804300000,Shiawassee County,New Lothrop,923.00000
MI, Newaygo Public Schools ,Newaygo Public School District,newaygo public school district,newaygo,2625320,23506206200000,Newaygo County,Newaygo,1596.00000
MI, Niles Community Schools ,Niles Community Schools,niles community schools,niles community schools,2625560,23501106800000,Berrien County,NILES,3569.00000
MI, North Adams-Jerome Public Schools ,North Adams-Jerome Public Schools,north adams-jerome public schools,north adams jerome,2625650,23503001200000,Hillsdale County,NORTH ADAMS,294.00000
MI, North Dickinson County Schools ,North Dickinson County Schools,north dickinson county schools,north dickinson county schools,2630480,23502200300000,Dickinson County,FELCH,255.00000
MI, North Huron School District ,North Huron School District,north huron school district,north huron,2625780,23503204200000,Huron County,KINDE,355.00000
MI, North Muskegon Public Schools ,North Muskegon Public Schools,north muskegon public schools,north muskegon,2625800,23506104200000,Muskegon County,MUSKEGON,1035.00000
MI, Northport Public School District ,Northport Public School District,northport public school district,northport,2625920,23504500700000,Leelanau County,Northport,136.00000
MI, Northwest Community Schools ,Northwest Community Schools,northwest community schools,northwest community schools,2626010,23503802600000,Jackson County,JACKSON,3620.00000
MI, Novi Community School District ,Novi Community School District,novi community school district,novi,2626130,23506302500000,Oakland County,NOVI,6685.00000
MI, Onaway Area Community School District ,Onaway Area Community School District,onaway area community school district,onaway area,2626400,23507101800000,Presque Isle County,ONAWAY,569.00000
MI, Onekama Consolidated Schools ,Onekama Consolidated Schools,onekama consolidated schools,onekama consolidated schools,2626490,23505101900000,Manistee County,ONEKAMA,368.00000
MI, Onsted Community Schools ,Onsted Community Schools,onsted community schools,onsted community schools,2626520,23504602400000,Lenawee County,Onsted,1304.00000
MI, Ontonagon Area School District ,Ontonagon Area School District,ontonagon area school district,ontonagon area,2626550,23506600800000,Ontonagon County,ONTONAGON,270.00000
MI, Otsego Public Schools ,Otsego Public Schools,otsego public schools,otsego,2627060,23500308200000,Allegan County,OTSEGO,2354.00000
MI, Ovid Elsie Area Schools ,Ovid-Elsie Area Schools,ovid-elsie area schools,ovid elsie area schools,2627150,23501907300000,Clinton County,ELSIE,1489.00000
MI, Owendale-Gagetown Area School District ,Owendale-Gagetown Area School District,owendale-gagetown area school district,owendale gagetown area,2627180,23503204300000,Huron County,OWENDALE,153.00000
MI, Oxford Community Schools ,Oxford Community Schools,oxford community schools,oxford community schools,2627240,23506302700000,Oakland County,OXFORD,5812.00000
MI, Parchment School District ,Parchment School District,parchment school district,parchment,2627420,23503902300000,Kalamazoo County,KALAMAZOO,1636.00000
MI, Paw Paw Public Schools ,Paw Paw Public School District,paw paw public school district,paw paw,2627660,23508006500000,Van Buren County,PAW PAW,2160.00000
MI, Pentwater Public School District ,Pentwater Public School District,pentwater public schools,pentwater,2627840,23506405100000,Oceana County,PENTWATER,266.00000
MI, Pittsford Area Schools ,Pittsford Area Schools,pittsford area schools,pittsford area schools,2628500,23503001300000,Hillsdale County,PITTSFORD,409.00000
MI, Plainwell Community Schools ,Plainwell Community Schools,plainwell community schools,plainwell community schools,2628530,23500309300000,Allegan County,PLAINWELL,2815.00000
MI, Port Huron Area School District ,Port Huron Area School District,port huron area sch dist,port huron area,2628830,23507406000000,St. Clair County,Port Huron,7913.00000
MI, Portland Public Schools ,Portland Public Schools,portland public schools,portland,2629120,23503409100000,Ionia County,PORTLAND,2098.00000
MI, Public Schools of Petoskey ,Public Schools of Petoskey,public schools of petoskey,of petoskey,2627930,23502402500000,Emmet County,PETOSKEY,2821.00000
MI, Reed City Area Public Schools ,Reed City Area Public Schools,reed city area public schools,reed city area,2629490,23506703900000,Osceola County,REED CITY,1438.00000
MI, Reese Public Schools ,Reese Public Schools,reese public schools,reese,2629520,23507907700000,Tuscola County,Reese,790.00000
MI, Reeths-Puffer Schools ,Reeths-Puffer Schools,reeths-puffer schools,reeths puffer schools,2629540,23506105300000,Muskegon County,MUSKEGON,3597.00000
MI, River Valley School District ,River Valley School District,river valley sch dist,river valley,2629790,23501108900000,Berrien County,THREE OAKS,561.00000
MI, Riverview Community School District ,Riverview Community School District,riverview comm sch dist,riverview,2629910,23508204600000,Wayne County,RIVERVIEW,2920.00000
MI, Rockford Public Schools ,Rockford Public Schools,rockford public schools,rockford,2630030,23504100800000,Kent County,ROCKFORD,7965.00000
MI, Roscommon Area Public Schools ,Roscommon Area Public Schools,roscommon area public schools,roscommon area,2615830,23507200300000,Roscommon County,Roscommon,869.00000
MI, Roseville Community Schools ,Roseville Community Schools,roseville community schools,roseville community schools,2630210,23505002400000,Macomb County,ROSEVILLE,4579.00000
MI, Rudyard Area Schools ,Rudyard Area Schools,rudyard area schools,rudyard area schools,2630360,23501701100000,Chippewa County,Rudyard,594.00000
MI, Saginaw Township Community Schools ,Saginaw Township Community Schools,saginaw township community schools,saginaw township community schools,2630450,23507306200000,Saginaw County,Saginaw,4850.00000
MI, Shelby Public Schools ,Shelby Public Schools,shelby public schools,shelby,2631320,23506405600000,Oceana County,SHELBY,1246.00000
MI, South Redford School District ,South Redford School District,south redford sch dist,south redford,2632280,23508204800000,Wayne County,Redford,3118.00000
MI, Southgate Community School District ,Southgate Community School District,southgate comm sch dist,southgate,2632340,23508201700000,Wayne County,SOUTHGATE,3451.00000
MI, Springport Public Schools ,Springport Public Schools,springport sch dist,springport,2632610,23503803800000,Jackson County,SPRINGPORT,1016.00000
MI, St. Charles Community Schools ,St. Charles Community Schools,st charles community schools,st charles community schools,2632640,23507306700000,Saginaw County,SAINT CHARLES,887.00000
MI, St. Joseph Public Schools ,St. Joseph Public Schools,st joseph public schools,st joseph,2632850,23501109900000,Berrien County,SAINT JOSEPH,3025.00000
MI, St. Louis Public School District ,St. Louis Public Schools,st louis public schools,st louis,2632880,23502910600000,Gratiot County,SAINT LOUIS,1038.00000
MI, Stephenson Area Public Schools ,Stephenson Area Public Schools,stephenson area public schools,stephenson area,2633000,23505503000000,Menominee County,Stephenson,468.00000
MI, Sturgis Public School District ,Sturgis Public Schools,sturgis public schools,sturgis,2633090,23507503600000,St. Joseph County,STURGIS,3091.00000
MI, Summerfield Schools ,Summerfield Schools,summerfield schools,summerfield schools,2633120,23505802400000,Monroe County,PETERSBURG,589.00000
MI, Suttons Bay Public Schools ,Suttons Bay Public Schools,suttons bay public schools,suttons bay,2633360,23504501000000,Leelanau County,Suttons Bay,593.00000
MI, Tecumseh Public Schools ,Tecumseh Public Schools,tecumseh public schools,tecumseh,2633720,23504603400000,Lenawee County,TECUMSEH,2679.00000
MI, Thornapple Kellogg School District ,Thornapple Kellogg School District,thornapple kellogg sch dist,thornapple kellogg,2633810,23500805200000,Barry County,MIDDLEVILLE,3230.00000
MI, Troy School District ,Troy School District,troy school district,troy,2634260,23506304200000,Oakland County,TROY,13140.00000
MI, Vandercook Lake Public Schools ,Vandercook Lake Public Schools,vandercook lake sch dist,vandercook lake,2634650,23503803900000,Jackson County,JACKSON,843.00000
MI, Vassar Public Schools ,Vassar Public Schools,vassar public schools,vassar,2634710,23507908500000,Tuscola County,VASSAR,1065.00000
MI, Vestaburg Community Schools ,Vestaburg Community Schools,vestaburg community schools,vestaburg community schools,2634920,23505905700000,Montcalm County,Vestaburg,806.00000
MI, Vicksburg Community Schools ,Vicksburg Community Schools,vicksburg community schools,vicksburg community schools,2634950,23503903100000,Kalamazoo County,Vicksburg,2643.00000
MI, Wakefield-Marenisco School District ,Wakefield-Marenisco School District,wakefield-marenisco school district,wakefield marenisco,2635010,23502700700000,Gogebic County,WAKEFIELD,279.00000
MI, Waldron Area Schools ,Waldron Area Schools,waldron area schools,waldron area schools,2635040,23503001700000,Hillsdale County,WALDRON,218.00000
MI, Warren Woods Public Schools ,Warren Woods Public Schools,warren woods sch dist,warren woods,2635220,23505001100000,Macomb County,WARREN,3233.00000
MI, Waterford School District ,Waterford School District,waterford school district,waterford,2635310,23506304400000,Oakland County,WATERFORD,8160.00000
MI, Watersmeet Township School District ,Watersmeet Township School District,watersmeet township school district,watersmeet township,2635340,23502700800000,Gogebic County,Watersmeet,143.00000
MI, Watervliet Public Schools ,Watervliet School District,watervliet school district,watervliet,2635460,23501111000000,Berrien County,WATERVLIET,1483.00000
MI, Wayland Union Schools ,Wayland Union Schools,wayland union schools,wayland union schools,2635550,23500311900000,Allegan County,WAYLAND,3052.00000
