"","name","government_ID","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","geo_id","city_town","state.name","population","state.abb","original_name","CITY","COUNTY_AREA_NAME"
"432","Kingsport","43208200300000","General Purpose",378892546,248237103,22004029,0,0,15061361,26584024,0,62706743,0,4299286,42388748,46855139,2486011,110161358,79500,201811756,0,0,0,201891256,FALSE,"1600000US4739560","Kingsport city","Tennessee",55442,"TN","CITY OF KINGSPORT","KINGSPORT","SULLIVAN"
"433","Perth Amboy","31201201000000","General Purpose",365102358,135003152,0,0,10501021,0,87693302,0,513309183,0,0,0,0,0,151201467,3672023,147529444,0,0,0,151201467,FALSE,"1600000US3458200","Perth Amboy city","New Jersey",55436,"NJ","CITY OF PERTH AMBOY","PERTH AMBOY","MIDDLESEX"
"434","Valdosta","11209200400000","General Purpose",177440476,915000,7080332,3887603,66815618,0,53033465,0,43330631,0,2377827,33227349,1780286,13856415,36444879,7895527,77413402,5787430,175313,0,85308929,FALSE,"1600000US1378800","Valdosta city","Georgia",55378,"GA","CITY OF VALDOSTA","VALDOSTA","LOWNDES"
"435","New Brunswick","31201200900000","General Purpose",293663417,104569866,0,0,9423391,13800000,0,0,0,0,0,0,0,0,185193069,9272510,175920560,0,0,0,185193070,FALSE,"1600000US3451210","New Brunswick city","New Jersey",55266,"NJ","CITY OF NEW BRUNSWICK","NEW BRUNSWICK","MIDDLESEX"
"436","Brookhaven","11204410200000","General Purpose",87308621,73129455,8676581,0,0,4457403,0,0,0,0,1045182,15591771,6300934,9500996,26960309,14079048,44274962,0,0,0,58354010,FALSE,"1600000US1310944","Brookhaven city","Georgia",55161,"GA","CITY OF BROOKHAVEN","BROOKHAVEN","DEKALB"
"437","Herriman","45201830200000","General Purpose",84090762,58561640,14281024,1729371,0,4064168,3988059,0,0,0,1466502,21763255,0,67448367,18158176,60155494,47214304,0,0,0,107369798,FALSE,"1600000US4934970","Herriman city","Utah",55144,"UT","CITY OF HERRIMAN","HERRIMAN","SALT LAKE"
"438","Apopka","10204800100000","General Purpose",145107920,13561102,8174521,2199514,60496577,5376230,27971707,0,24692084,0,0,35548359,1279043,24686435,37984295,16402638,83095494,0,0,0,99498132,FALSE,"1600000US1201700","Apopka city","Florida",54873,"FL","CITY OF APOPKA","APOPKA","ORANGE"
"439","Sarasota","10205800100000","General Purpose",324739356,103391118,36420225,2116620,23394022,0,104738790,0,47097003,0,7581578,87015305,15686197,5235540,81984589,32286431,157635200,0,0,0,189921631,FALSE,"1600000US1264175","Sarasota city","Florida",54842,"FL","CITY OF SARASOTA","SARASOTA","SARASOTA"
"440","Anderson","15204800200000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,249438329,10054471,239383858,0,0,0,249438329,FALSE,"1600000US1801468","Anderson city","Indiana",54788,"IN","CITY OF ANDERSON","ANDERSON","MADISON"
"441","Southaven","25201760300000","General Purpose",159467148,59508603,7286206,242312,0,16204873,68600558,0,6964757,0,659839,24854181,4639399,0,47583150,883121,76193609,0,0,0,77076730,FALSE,"1600000US2869280","Southaven city","Mississippi",54648,"MS","CITY OF SOUTHAVEN","SOUTHAVEN","DESOTO"
"442","Coeur D Alene","13202800300000","General Purpose",74674200,25543587,5131193,1097783,20500000,0,17879292,12481826,0,0,4522345,29284834,8705270,5594413,31128412,-495467,75208396,0,0,0,74712929,FALSE,"1600000US1616750","Coeur d'Alene city","Idaho",54628,"ID","CITY OF COEUR D ALENE","COEUR D ALENE","KOOTENAI"
"443","Plainfield","31202000800000","General Purpose",83931307,28112000,0,0,277331,10759000,101771214,0,0,0,0,0,0,0,133826369,6185129,127641239,0,0,0,133826369,FALSE,"1600000US3459190","Plainfield city","New Jersey",54586,"NJ","CITY OF PLAINFIELD","PLAINFIELD","UNION"
"444","Oak Park","14201607000000","General Purpose",280382758,100078945,13413242,266571,0,0,146187119,972231,15800065,0,1614365,32705793,6020357,1534170,61240697,10767854,90733163,0,0,0,101501017,FALSE,"1600000US1754885","Oak Park village","Illinois",54583,"IL","VILLAGE OF OAK PARK","OAK PARK","COOK"
"445","Tigard","38203480200000","General Purpose",178615181,148125177,12914926,0,0,285637,12977450,0,1416691,117368,1595300,41395994,9625070,11682010,34084614,25391019,71396669,0,0,0,96787688,FALSE,"1600000US4173650","Tigard city","Oregon",54539,"OR","CITY OF TIGARD","TIGARD","WASHINGTON"
"446","Peabody","22200500700000","General Purpose",565172254,76998805,28383463,598579,0,7200000,158434215,0,269439470,0,11477906,93883485,51064781,2404267,132304274,-15941391,295598198,0,0,0,279656807,FALSE,"1600000US2552490","Peabody city","Massachusetts",54481,"MA","CITY OF PEABODY","PEABODY","ESSEX"
"447","Rocky Mount","34206400600000","General Purpose",150581684,37214442,11397467,0,8522879,0,25336708,0,38067256,0,4886592,139883032,5634127,1778193,53465807,4729726,196031433,0,0,0,200761159,FALSE,"1600000US3757500","Rocky Mount city","North Carolina",54341,"NC","CITY OF ROCKY MOUNT","ROCKY MOUNT","NASH"
"448","Pensacola","10201700100000","General Purpose",338720293,0,17631220,1685387,40000,162967000,114379757,0,21915023,0,6555715,87874851,32131025,18588476,59030849,10275379,187349822,0,0,0,197625201,FALSE,"1600000US1255925","Pensacola city","Florida",54312,"FL","CITY OF PENSACOLA","PENSACOLA","ESCAMBIA"
"449","Kentwood","23204180100000","General Purpose",16550948,7093672,4188934,0,0,0,0,1518219,0,1293414,1731048,10682746,8383052,5315068,27072811,6647266,44806411,0,0,0,51453677,FALSE,"1600000US2642820","Kentwood city","Michigan",54304,"MI","CITY OF KENTWOOD","KENTWOOD","KENT"
"450","Manhattan","17208100200000","General Purpose",320019416,147415212,12771370,4887291,45524754,76880000,27084823,0,2000163,0,3455803,30004209,6885189,8612937,71910748,14297861,103115222,0,0,0,117413083,FALSE,"1600000US2044250","Manhattan city","Kansas",54100,"KS","CITY OF MANHATTAN","MANHATTAN","RILEY"
"451","Wheaton","14202201700000","General Purpose",85552709,19254151,5230822,0,0,0,49844587,3336034,5647597,0,3597224,22932948,5822743,822675,46897194,4273968,72201592,13424219,104976,239339,76475560,FALSE,"1600000US1781048","Wheaton city","Illinois",53970,"IL","CITY OF WHEATON","WHEATON","DUPAGE"
"452","Minnetonka","24202702200000","General Purpose",92347901,56504911,8670937,0,0,0,20885414,4958097,2369819,0,3916820,29039539,5540287,4837957,52989258,15483381,76923660,16105103,483747,0,92407041,FALSE,"1600000US2743252","Minnetonka city","Minnesota",53781,"MN","CITY OF MINNETONKA","MINNETONKA","HENNEPIN"
"453","Galveston","44208400100000","General Purpose",318720198,191732232,24760170,0,0,263708,75083081,0,11379952,0,13815828,54103748,5299495,12737950,76735476,10130356,138746313,0,0,0,148876669,FALSE,"1600000US4828068","Galveston city","Texas",53695,"TX","CITY OF GALVESTON","GALVESTON","GALVESTON"
"454","Bonita Springs","10203630200000","General Purpose",25495157,0,2678394,0,18540000,0,4086881,0,0,0,189882,5398456,468193,7568516,21344248,10103613,24675800,0,0,0,34779413,FALSE,"1600000US1207525","Bonita Springs city","Florida",53644,"FL","CITY OF BONITA SPRINGS","BONITA SPRINGS","LEE"
"455","Lacey","48203470100000","General Purpose",38608696,13532732,10407287,41627,1068000,0,6180044,661576,5134868,0,2244139,55466914,5948362,12992180,44187634,23263372,95331718,19499283,873580,0,118595090,FALSE,"1600000US5336745","Lacey city","Washington",53526,"WA","CITY OF LACEY","LACEY","THURSTON"
"456","Edina","24202700800000","General Purpose",158146794,113401904,8515890,0,750000,0,27878531,0,2188763,0,5411706,60337264,7674016,7714790,51866612,19873255,107719427,0,0,0,127592682,FALSE,"1600000US2718188","Edina city","Minnesota",53494,"MN","CITY OF EDINA","EDINA","HENNEPIN"
"457","Bozeman","27201600200000","General Purpose",148241285,53956804,20285360,475120,139500,2481079,26248928,0,2868623,0,3625958,55591064,7727283,28742146,37285332,50628639,78717186,0,3057668,0,129345825,FALSE,"1600000US3008950","Bozeman city","Montana",53293,"MT","CITY OF BOZEMAN","BOZEMAN","GALLATIN"
"458","Grand Island","28204000400000","General Purpose",134438076,73285819,11843091,2703473,0,33214359,781386,0,2302166,0,5390853,115846371,2861628,6068434,49964070,15551205,159189298,0,0,0,174740503,FALSE,"1600000US3119595","Grand Island city","Nebraska",53131,"NE","CITY OF GRAND ISLAND","GRAND ISLAND","HALL"
"459","Kannapolis","34201340100000","General Purpose",259288246,148028000,8094766,0,1766808,30756917,15214080,0,53789123,0,1638552,27171487,872713,9675419,43709561,5920384,75508796,0,0,0,81429180,FALSE,"1600000US3735200","Kannapolis city","North Carolina",53114,"NC","CITY OF KANNAPOLIS","KANNAPOLIS","CABARRUS"
"460","Pinellas Park","10205201600000","General Purpose",39515690,9230000,10115459,0,2138108,235018,12452009,0,3146863,0,1533233,51330563,2025861,205079,50615173,9539501,94637175,32106423,209103,0,104176676,FALSE,"1600000US1256975","Pinellas Park city","Florida",53093,"FL","CITY OF PINELLAS PARK","PINELLAS PARK","PINELLAS"
"461","Smyrna","43207500300000","General Purpose",74784769,48331152,12717238,0,10446933,0,861678,0,0,0,2427768,40578112,2025256,19500636,38628099,29832943,70899160,0,0,0,100732103,FALSE,"1600000US4769420","Smyrna town","Tennessee",53070,"TN","TOWN OF SMYRNA","SMYRNA","RUTHERFORD"
"462","Methuen","22200520100000","General Purpose",510276227,66451788,10318204,0,0,0,119507965,0,308241102,0,5437168,25730403,82686160,1460664,111646846,-19145207,240669280,0,0,0,221524073,FALSE,"1600000US2540710","Methuen Town city","Massachusetts",53059,"MA","CITY OF METHUEN TOWN","METHUEN","ESSEX"
"463","West New York","31200901000000","General Purpose",106197056,31362000,0,0,338076,0,64105899,0,153093333,0,6897934,0,0,0,131097708,5311236,125786472,0,0,0,131097708,FALSE,"1600000US3479610","West New York town","New Jersey",52912,"NJ","TOWN OF WEST NEW YORK","WEST NEW YORK","HUDSON"
"464","Logan","45200300700000","General Purpose",118788507,84321000,18133147,0,0,466293,9628033,0,0,0,3035625,91038751,6870477,6813517,37354188,46959361,95117572,0,0,0,142076933,FALSE,"1600000US4945860","Logan city","Utah",52778,"UT","CITY OF LOGAN","LOGAN","CACHE"
"465","Normal","14205701600000","General Purpose",235511338,87622386,6816726,0,1432874,0,94681189,0,42150670,0,2807493,28693345,290801,3476578,61595798,-5068680,99125202,10478843,795617,0,94056522,FALSE,"1600000US1753234","Normal town","Illinois",52736,"IL","TOWN OF NORMAL","NORMAL","MCLEAN"
"466","Battle Creek","23201300300000","General Purpose",253327155,48729769,11844168,0,0,8620963,116241809,0,62558012,0,4328901,41284685,25809343,0,42414556,-2983294,112491878,0,0,0,109508584,FALSE,"1600000US2605920","Battle Creek city","Michigan",52721,"MI","CITY OF BATTLE CREEK","BATTLE CREEK","CALHOUN"
"467","La Crosse","50203200300000","General Purpose",188836310,100647708,14583999,0,6590191,19768588,0,0,44543896,0,2701928,30360759,18685378,5913298,68326612,28577809,94708238,0,0,0,123286047,FALSE,"1600000US5540775","La Crosse city","Wisconsin",52680,"WI","CITY OF LA CROSSE","LA CROSSE","LA CROSSE"
"468","Elyria","36204700400000","General Purpose",213383387,70086204,7440542,1464070,42464957,5200000,60251123,189214,22108166,0,4368325,38292049,5753758,2632757,40996080,6608115,81066529,0,0,0,87674644,FALSE,"1600000US3925256","Elyria city","Ohio",52656,"OH","CITY OF ELYRIA","ELYRIA","LORAIN"
"469","Florissant","26209503400000","General Purpose",20876563,6474827,2557727,6157100,0,0,1230328,0,1950126,0,1416455,3034425,7012297,1747501,26630661,5173478,33251406,0,0,0,38424884,FALSE,"1600000US2924778","Florissant city","Missouri",52533,"MO","CITY OF FLORISSANT","FLORISSANT","ST LOUIS"
"470","Hoffman Estates","14201651400000","General Purpose",376634072,102021048,14787200,0,405747,133191109,105646494,0,17106889,0,3054632,34911876,2969883,1759566,60418757,-10556084,110616166,0,0,0,100060082,FALSE,"1600000US1735411","Hoffman Estates village","Illinois",52530,"IL","VILLAGE OF HOFFMAN ESTATES","HOFFMAN ESTATES","COOK"
"471","Burien","48201720300000","General Purpose",23486328,15494197,3813720,0,1213449,0,2378551,0,0,0,579664,7691356,6796659,8598110,26077538,9286641,39877022,0,0,0,49163663,FALSE,"1600000US5308850","Burien city","Washington",52066,"WA","CITY OF BURIEN","BURIEN","KING"
"472","Texas City","44208400300000","General Purpose",88749282,34692401,10791481,61917,0,0,35068965,0,3176227,0,4958291,38118603,1693714,10315241,60261481,32993079,77395960,0,0,0,110389039,FALSE,"1600000US4872392","Texas City city","Texas",51898,"TX","CITY OF TEXAS CITY","TEXAS CITY","GALVESTON"
"473","Harrisonburg","47211600100000","General Purpose",256309652,191213932,14781863,0,0,0,23327765,0,13493793,0,4560115,50215068,11113660,2697399,109987610,8588607,165425130,0,0,0,174013737,FALSE,"1600000US5135624","Harrisonburg city","Virginia",51814,"VA","CITY OF HARRISONBURG","HARRISONBURG","HARRISONBURG CITY"
"474","Twin Falls","13204200800000","General Purpose",70790589,48736084,4884699,1315854,0,0,13468446,6256568,0,0,2385506,33790167,9975484,2154900,27310683,3561877,69669357,0,0,0,73231234,FALSE,"1600000US1682810","Twin Falls city","Idaho",51807,"ID","CITY OF TWIN FALLS","TWIN FALLS","TWIN FALLS"
"475","Joplin","26204900800000","General Purpose",70940567,26370700,9875951,0,0,0,27957754,0,1492239,0,1960353,26343789,6460835,9260024,58714617,21991031,78788234,0,0,0,100779265,FALSE,"1600000US2937592","Joplin city","Missouri",51762,"MO","CITY OF JOPLIN","JOPLIN","JASPER"
"476","Dunwoody","11204410100000","General Purpose",13861720,0,4480790,0,0,8865530,0,0,0,0,515400,7649387,117632,12606579,23155517,5415057,38114058,0,0,0,43529115,FALSE,"1600000US1324768","Dunwoody city","Georgia",51683,"GA","CITY OF DUNWOODY","DUNWOODY","DEKALB"
"477","Troy","33204200600000","General Purpose",318876665,24931500,17558272,8752677,4551697,44724422,43696001,0,166611590,0,6478924,27291867,4812709,17722828,61522215,25234507,86115112,0,0,0,111349619,FALSE,"1600000US3675484","Troy city","New York",51401,"NY","CITY OF TROY","TROY","RENSSELAER"
"478","Collierville","43207900300000","General Purpose",163929572,127621606,11543120,2374601,0,0,9229465,14070427,8116311,6328946,2177967,25643295,94186950,14710094,63779029,32164801,166154567,0,0,0,198319368,FALSE,"1600000US4716420","Collierville town","Tennessee",51324,"TN","TOWN OF COLLIERVILLE","COLLIERVILLE","SHELBY"
"479","Enid","37202400500000","General Purpose",196781412,0,8707749,2473830,0,146130226,27897360,101493,2392661,0,2593567,47037651,4027535,250349,69344490,26907532,93752493,0,0,0,120660025,FALSE,"1600000US4023950","Enid city","Oklahoma",51308,"OK","CITY OF ENID","ENID","GARFIELD"
"480","Cuyahoga Falls","36207700500000","General Purpose",148149165,29701006,10902638,223044,0,0,60624868,293012,33058946,0,10450975,83483222,9495968,2068076,42746226,10705446,127088046,0,0,0,137793492,FALSE,"1600000US3919778","Cuyahoga Falls city","Ohio",51114,"OH","CITY OF CUYAHOGA FALLS","CUYAHOGA FALLS","SUMMIT"
"481","Draper","45201860100000","General Purpose",60029358,24440440,17955117,0,0,11257815,4585754,797588,0,0,801252,18758881,7614814,9767693,31971018,9878709,58233697,0,0,0,68112406,FALSE,"1600000US4920120","Draper city","Utah",51017,"UT","CITY OF DRAPER","DRAPER","SALT LAKE"
"482","Middletown","36200900400000","General Purpose",98610332,20912731,6893265,0,0,0,46957572,0,16166428,0,6396404,40921695,7759334,4713129,40330347,18316708,75407797,0,0,0,93724505,FALSE,"1600000US3949840","Middletown city","Ohio",50987,"OH","CITY OF MIDDLETOWN","MIDDLETOWN","BUTLER"
"483","Lakewood","36201802600000","General Purpose",208828444,59769786,7059036,9213727,10718251,28292029,63679781,180205,21138095,0,8154211,33741840,12144968,8598240,50270707,21592965,83162790,0,0,0,104755755,FALSE,"1600000US3941664","Lakewood city","Ohio",50942,"OH","CITY OF LAKEWOOD","LAKEWOOD","CUYAHOGA"
"484","Murray","45201800300000","General Purpose",58691304,28583954,14518547,0,0,155272,10278526,0,0,0,5155005,61097802,6044179,5410202,43670968,13863397,102359754,0,0,0,116223151,FALSE,"1600000US4953230","Murray city","Utah",50637,"UT","CITY OF MURRAY","MURRAY","SALT LAKE"
"485","Grapevine","44222001200000","General Purpose",314940374,168240828,25670176,0,0,0,36605329,0,75606568,0,4834233,45700972,3576140,10447270,106934383,-1972361,168631126,0,0,0,166658765,FALSE,"1600000US4830644","Grapevine city","Texas",50631,"TX","CITY OF GRAPEVINE","GRAPEVINE","TARRANT"
"486","Columbus","15200300200000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,162957728,13356743,149600985,0,0,0,162957728,FALSE,"1600000US1814734","Columbus city","Indiana",50474,"IN","CITY OF COLUMBUS","COLUMBUS","BARTHOLOMEW"
"487","Downers Grove","14202200500000","General Purpose",201668237,59856373,12202351,0,9829856,0,105175311,0,11863956,0,2610390,27761680,4000924,2223260,55842901,14486477,75342288,0,0,0,89828765,FALSE,"1600000US1720591","Downers Grove village","Illinois",50247,"IL","VILLAGE OF DOWNERS GROVE","DOWNERS GROVE","DUPAGE"
"488","Mooresville","34204900200000","General Purpose",184202503,92685333,10048257,0,6905778,0,13832671,0,52201440,0,2518949,42234292,3682166,0,98603357,53183060,91336755,0,0,0,144519815,FALSE,"1600000US3744220","Mooresville town","North Carolina",50193,"NC","TOWN OF MOORESVILLE","MOORESVILLE","IREDELL"
"489","St. Louis Park","24202703400000","General Purpose",141047964,95396869,12603000,81699,0,0,14227219,0,4163224,0,4597883,31465879,6623199,4275434,57293195,10126047,89531660,0,0,0,99657707,FALSE,"1600000US2757220","St. Louis Park city","Minnesota",50010,"MN","CITY OF ST LOUIS PARK","ST LOUIS PARK","HENNEPIN"
"490","Spring Hill","43206000300000","General Purpose",36377368,6930080,2790981,0,0,24677897,1170260,0,0,0,808150,19763094,270798,13345107,28776839,24038327,38117511,0,0,0,62155838,FALSE,"1600000US4770580","Spring Hill city","Tennessee",50005,"TN","TOWN OF SPRING HILL","SPRING HILL","MAURY"
"491","Chesterfield","26209540200000","General Purpose",37032605,2459064,6654147,19912,0,0,0,0,0,0,1294482,2168880,7906144,8427,27619920,8651980,29051391,0,0,0,37703371,FALSE,"1600000US2913600","Chesterfield city","Missouri",49999,"MO","CITY OF CHESTERFIELD","CHESTERFIELD","ST LOUIS"
"492","Newark","36204501000000","General Purpose",184898252,42587164,3866344,2297278,65878086,7990000,43614072,0,13756150,0,4438722,23605443,8813090,404649,33582164,4308742,62096604,6703923,0,0,66405346,FALSE,"1600000US3954040","Newark city","Ohio",49934,"OH","CITY OF NEWARK","NEWARK","LICKING"
"493","Bedford","44222000200000","General Purpose",170508436,144111804,8868493,44489,0,0,11663712,0,1331487,0,4488451,29960043,1980380,735657,42970815,11509336,64137559,0,0,0,75646895,FALSE,"1600000US4807132","Bedford city","Texas",49928,"TX","TOWN OF BEDFORD","BEDFORD","TARRANT"
